name,smiles,taste,MW,LogP,HBD,HBA,TPSA
lactic acid,CC(C(=O)O)O,sweet,90.07799999999999,-0.5482,2.0,2.0,57.53
4-(4-Methoxyphenyl)-2-butanone,CC(=O)CCC1=CC=C(C=C1)OC,sweet,178.231,2.2168,0.0,2.0,26.3
Methyl 2-methylpentanoate,CCCC(C)C(=O)OC,sweet,130.18699999999998,1.5956000000000001,0.0,2.0,26.3
farnesol,CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,sweet,222.37199999999999,4.3979000000000035,1.0,1.0,20.23
(E)-2-(2-Octenyl)cyclopentanone,CCCCC/C=C/CC1CCCC1=O,sweet,194.31799999999993,3.8822000000000028,0.0,1.0,17.07
trans-2-Hexen-1-Ol,CCC/C=C/CO,sweet,100.16099999999999,1.335,1.0,1.0,20.23
Decanal,CCCCCCCCCC=O,sweet,156.269,3.3260000000000023,0.0,1.0,17.07
DL-Proline,C1CC(NC1)C(=O)O,sweet,115.13199999999999,-0.17700000000000032,2.0,2.0,49.33
Geranylacetone,CC(=CCC/C(=C/CCC(=O)C)/C)C,sweet,194.31799999999998,4.048300000000003,0.0,1.0,17.07
"2-Octen-1-ol, acetate",CCCCC/C=C/COC(=O)C,sweet,170.25199999999998,2.686000000000001,0.0,2.0,26.3
gamma-Butyrolactone,C1CC(=O)OC1,sweet,86.09,0.3234,0.0,2.0,26.3
Neryl propionate,CCC(=O)OC/C=C(/C)\CCC=C(C)C,sweet,210.31699999999995,3.6323000000000025,0.0,2.0,26.3
Linalyl butyrate,CCCC(=O)OC(C)(CCC=C(C)C)C=C,sweet,224.34399999999994,4.020800000000003,0.0,2.0,26.3
2-Butanone,CCC(=O)C,sweet,72.107,0.9854,0.0,1.0,17.07
AC1MHG9M,CCOC1=C(C=CC(=C1)C=O)O.CC(C)C(=O)[O-],sweet,253.27399999999997,0.9956999999999996,1.0,5.0,86.66
Guaiol acetate,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)OC(=O)C,sweet,264.409,4.490800000000004,0.0,2.0,26.3
Cinnamyl isovalerate,CC(C)CC(=O)OC/C=C/C1=CC=CC=C1,sweet,218.29600000000002,3.289100000000002,0.0,2.0,26.3
6-Deoxyhexose,CC(C(C(C(C=O)O)O)O)O,sweet,164.157,-2.3512,4.0,5.0,97.99000000000001
Cinnamyl formate,C1=CC=C(C=C1)/C=C/COC=O,sweet,162.18799999999996,1.8728,0.0,2.0,26.3
Ethyl undecylenate,CCOC(=O)CCCCCCCCC=C,sweet,212.33299999999994,3.8563000000000036,0.0,2.0,26.3
Geranyl mercaptan,CC(=CCC/C(=C\CS)/C)C,sweet,170.321,3.608900000000002,1.0,1.0,0.0
benzyl alcohol,C1=CC=C(C=C1)CO,sweet,108.13999999999997,1.1788999999999998,1.0,1.0,20.23
trans-2-Hexenyl isovalerate,CCC/C=C/COC(=O)CC(C)C,sweet,184.27899999999997,2.9320000000000013,0.0,2.0,26.3
4-Heptanone,CCCC(=O)CCC,sweet,114.18799999999999,2.1557000000000004,0.0,1.0,17.07
3-Phenylpropanal,C1=CC=C(C=C1)CCC=O,sweet,134.17799999999997,1.8181,0.0,1.0,17.07
ethyl acetoacetate,CCOC(=O)CC(=O)C,sweet,130.14299999999997,0.5286000000000001,0.0,3.0,43.370000000000005
Vanitrope,CCOC1=C(C=C(C=C1)/C=C/C)O,sweet,178.231,2.824000000000002,1.0,2.0,29.46
trans-2-Hexenyl butyrate,CCC/C=C/COC(=O)CCC,sweet,170.25199999999995,2.686000000000001,0.0,2.0,26.3
Ethyl trans-2-decenoate,CCCCCCC/C=C/C(=O)OCC,sweet,198.30599999999995,3.4662000000000024,0.0,2.0,26.3
3-METHYL-2-BUTEN-1-OL,CC(=CCO)C,sweet,86.134,0.9449000000000001,1.0,1.0,20.23
"3-Hexenoic acid, methyl ester",CC/C=C/CC(=O)OC,sweet,128.171,1.5157,0.0,2.0,26.3
Terpinen-4-ol,CC1=CCC(CC1)(C(C)C)O,sweet,154.25300000000001,2.5037000000000016,1.0,1.0,20.23
Phenethyl salicylate,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O,sweet,242.274,2.791700000000002,1.0,3.0,46.53
(1E)-1-phenyloct-1-en-3-yl acetate,CCCCCC(/C=C/C1=CC=CC=C1)OC(=O)C,sweet,246.35,4.211800000000003,0.0,2.0,26.3
cis-3-Hexenyl formate,CC/C=C\CCOC=O,sweet,128.171,1.5157,0.0,2.0,26.3
Ethyl 3-(methylthio)propionate,CCOC(=O)CCSC,sweet,148.227,1.3026,0.0,3.0,26.3
delta-Undecalactone,CCCCCCC1CCCC(=O)O1,sweet,184.27899999999997,3.052500000000002,0.0,2.0,26.3
HEPTANOIC ACID,CCCCCCC(=O)O,sweet,130.187,2.0414,1.0,1.0,37.3
trans-2-Hexenyl valerate,CCCCC(=O)OC/C=C/CCC,sweet,184.27899999999997,3.076100000000002,0.0,2.0,26.3
Methylthiomethyl butyrate,CCCC(=O)OCSC,sweet,148.22699999999998,1.6502000000000001,0.0,3.0,26.3
Isoeugenyl phenylacetate,C/C=C/C1=CC(=C(C=C1)OC(=O)CC2=CC=CC=C2)OC,sweet,282.339,3.876400000000003,0.0,3.0,35.53
ethyl (E)-2-methylpent-3-enoate,CCOC(=O)C(C)/C=C/C,sweet,142.19799999999998,1.7617,0.0,2.0,26.3
cis-3-Hexenyl isovalerate,CC/C=C\CCOC(=O)CC(C)C,sweet,184.279,2.9320000000000013,0.0,2.0,26.3
"2,4-HEXADIEN-1-OL",C/C=C/C=C/CO,sweet,98.145,1.111,1.0,1.0,20.23
Ethyl 2-methyl-4-pentenoate,CCOC(=O)C(C)CC=C,sweet,142.19799999999998,1.7617,0.0,2.0,26.3
Methyl 2-(methylamino)benzoate,CNC1=CC=CC=C1C(=O)OC,sweet,165.19199999999998,1.5149,1.0,3.0,38.33
Methyl 2-methoxybenzoate,COC1=CC=CC=C1C(=O)OC,sweet,166.17599999999996,1.4818,0.0,3.0,35.53
"3,4-Dimethyl-1,2-cyclopentanedione",CC1CC(=O)C(=O)C1C,sweet,126.15499999999997,0.8005,0.0,2.0,34.14
2-NONANONE,CCCCCCCC(=O)C,sweet,142.242,2.935900000000001,0.0,1.0,17.07
3-METHYLCYCLOHEXANONE,CC1CCCC(=O)C1,sweet,112.172,1.7656,0.0,1.0,17.07
80417-97-6,CC1CCC2=C(C(=O)OC2=C1)C,sweet,164.20399999999998,2.1734999999999998,0.0,2.0,26.3
ALPHA-IONONE,CC1=CCCC(C1/C=C/C(=O)C)(C)C,sweet,192.30199999999996,3.5141000000000027,0.0,1.0,17.07
Trithioacetone,CC1(SC(SC(S1)(C)C)(C)C)C,sweet,222.444,4.407900000000003,0.0,3.0,0.0
ETHYL NONANOATE,CCCCCCCCC(=O)OCC,sweet,186.295,3.3001000000000023,0.0,2.0,26.3
Hexyl isovalerate,CCCCCCOC(=O)CC(C)C,sweet,186.295,3.1560000000000015,0.0,2.0,26.3
NEROLIDOL,CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,sweet,222.37199999999999,4.396300000000004,1.0,1.0,20.23
(+)-cis-alpha-Irone,C[C@@H]1CC=C([C@@H](C1(C)C)/C=C/C(=O)C)C,sweet,206.32899999999998,3.760100000000003,0.0,1.0,17.07
3025-30-7,CCCCC/C=C\C=C\C(=O)OCC,sweet,196.28999999999994,3.242200000000002,0.0,2.0,26.3
Isoeugenol,C/C=C/C1=CC(=C(C=C1)O)OC,sweet,164.20399999999998,2.4339000000000013,1.0,2.0,29.46
"2,3-PENTANEDIONE",CCC(=O)C(=O)C,sweet,100.11699999999999,0.5545,0.0,2.0,34.14
Isojasmone,CC/C=C/CC1=C(C(=O)CC1)C,sweet,164.24799999999996,3.022100000000002,0.0,1.0,17.07
cis-3-Hexenyl lactate,CC/C=C\CCOC(=O)C(C)O,sweet,172.22400000000002,1.2667,1.0,3.0,46.53
MYRCENE,CC(=CCCC(=C)C=C)C,sweet,136.238,3.4750000000000023,0.0,0.0,0.0
2-Methyl-4-phenyl-2-butanol,CC(C)(CCC1=CC=CC=C1)O,sweet,164.248,2.390100000000001,1.0,1.0,20.23
Hexyl 2-furoate,CCCCCCOC(=O)C1=CC=CO1,sweet,196.246,3.016700000000002,0.0,3.0,39.44
Massoia lactone,CCCCCC1CC=CC(=O)O1,sweet,168.23599999999996,2.4384000000000006,0.0,2.0,26.3
trans-2-Hexenyl propionate,CCC/C=C/COC(=O)CC,sweet,156.22499999999997,2.2959000000000005,0.0,2.0,26.3
2-Undecanone,CCCCCCCCCC(=O)C,sweet,170.296,3.7161000000000026,0.0,1.0,17.07
"Ionone, methyl-",CCC(=O)/C=C/C1C(=CCCC1(C)C)C,sweet,206.32899999999992,3.904200000000003,0.0,1.0,17.07
trans-2-Pentenal,CC/C=C/C=O,sweet,84.118,1.1515,0.0,1.0,17.07
Citral,CC(=CCC/C(=C/C=O)/C)C,sweet,152.237,2.878000000000001,0.0,1.0,17.07
BETA-IONONE,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,sweet,192.302,3.6582000000000026,0.0,1.0,17.07
Allyl heptanoate,CCCCCCC(=O)OCC=C,sweet,170.25199999999998,2.686000000000001,0.0,2.0,26.3
2-Isopropyl-4-methylthiazole,CC1=CSC(=N1)C(C)C,sweet,141.239,2.5749200000000005,0.0,2.0,12.89
Isopentyl formate,CC(C)CCOC=O,sweet,116.15999999999998,1.2055,0.0,2.0,26.3
"2,8-Epithio-p-menthane",CC1CCC2CC1SC2(C)C,sweet,170.32099999999997,3.316600000000002,0.0,1.0,0.0
Benzyl tiglate,C/C=C(\C)/C(=O)OCC1=CC=CC=C1,sweet,190.24200000000002,2.6960000000000006,0.0,2.0,26.3
"2,4-Dimethyl-2-pentenoic acid",CC(C)/C=C(\C)/C(=O)O,sweet,128.171,1.6733,1.0,1.0,37.3
AC1O5FOL,CC(C)CC(=O)OCC/C(=C/CC=C(C)C)/C,sweet,238.37099999999995,4.268400000000004,0.0,2.0,26.3
DELTA-DECALACTONE,CCCCCC1CCCC(=O)O1,sweet,170.25199999999998,2.6624000000000008,0.0,2.0,26.3
Linalyl propionate,CCC(=O)OC(C)(CCC=C(C)C)C=C,sweet,210.31699999999998,3.6307000000000027,0.0,2.0,26.3
alpha-Damascone,C/C=C/C(=O)C1C(=CCCC1(C)C)C,sweet,192.30199999999996,3.5141000000000027,0.0,1.0,17.07
2-Benzylideneheptanal,CCCCC/C(=C/C1=CC=CC=C1)/C=O,sweet,202.297,3.8492000000000033,0.0,1.0,17.07
Methoxystyryl isopropyl ketone,CC(C)C(=O)/C=C\C1=CC=C(C=C1)OC,sweet,204.26899999999998,2.9335000000000013,0.0,2.0,26.3
ETHYL LEVULINATE,CCOC(=O)CCC(=O)C,sweet,144.17,0.9187,0.0,3.0,43.370000000000005
2-Methylbutyl isovalerate,CCC(C)COC(=O)CC(C)C,sweet,172.26799999999997,2.6218000000000012,0.0,2.0,26.3
2-Phenoxyethyl isobutyrate,CC(C)C(=O)OCCOC1=CC=CC=C1,sweet,208.257,2.2646000000000006,0.0,3.0,35.53
"6-Methylhepta-3,5-dien-2-one",CC(=C/C=C/C(=O)C)C,sweet,124.18299999999999,2.0978000000000003,0.0,1.0,17.07
Geranyl isovalerate,CC(C)CC(=O)OC/C=C(\C)/CCC=C(C)C,sweet,238.37099999999995,4.268400000000004,0.0,2.0,26.3
Geranyl phenylacetate,CC(=CCC/C(=C/COC(=O)CC1=CC=CC=C1)/C)C,sweet,272.38800000000003,4.465000000000004,0.0,2.0,26.3
3-Phenylpropan-1-ol,C1=CC=C(C=C1)CCCO,sweet,136.194,1.6115000000000002,1.0,1.0,20.23
ALLYL NONANOATE,CCCCCCCCC(=O)OCC=C,sweet,198.30599999999998,3.4662000000000024,0.0,2.0,26.3
cis-5-Octen-1-ol,CC/C=C\CCCCO,sweet,128.215,2.1152,1.0,1.0,20.23
Cinnamyl propionate,CCC(=O)OC/C=C/C1=CC=CC=C1,sweet,190.24200000000002,2.6530000000000014,0.0,2.0,26.3
Citronellyl acetate,CC(CCC=C(C)C)CCOC(=O)C,sweet,198.30599999999995,3.3221000000000016,0.0,2.0,26.3
Isopentyl cinnamate,CC(C)CCOC(=O)/C=C/C1=CC=CC=C1,sweet,218.29600000000002,3.289100000000002,0.0,2.0,26.3
Ethyl (methylthio)acetate,CCOC(=O)CSC,sweet,134.2,0.9125,0.0,3.0,26.3
Citronellic acid,CC(CCC=C(C)C)CC(=O)O,sweet,170.25199999999998,2.8436000000000003,1.0,1.0,37.3
S-Methyl 2-methylbutanethioate,CCC(C)C(=O)SC,sweet,132.22799999999998,1.9221,0.0,2.0,17.07
1-octanol,CCCCCCCCO,sweet,130.23100000000002,2.3392000000000013,1.0,1.0,20.23
HEPTYL OCTANOATE,CCCCCCCC(=O)OCCCCCCC,sweet,242.4029999999999,4.860500000000005,0.0,2.0,26.3
Ethyl 3-hydroxybutyrate,CCOC(=O)CC(C)O,sweet,132.159,0.3204000000000001,1.0,3.0,46.53
2-Octen-4-one,CCCCC(=O)/C=C/C,sweet,126.19899999999997,2.3218000000000005,0.0,1.0,17.07
Ethyl (E)-hept-4-enoate,CC/C=C/CCC(=O)OCC,sweet,156.225,2.2959000000000005,0.0,2.0,26.3
acetone,CC(=O)C,sweet,58.08,0.5952999999999999,0.0,1.0,17.07
Ethyl 3-phenylglycidate,CCOC(=O)C1C(O1)C2=CC=CC=C2,sweet,192.214,1.6895999999999998,0.0,3.0,38.83
4-(4-Hydroxyphenyl)-2-butanone,CC(=O)CCC1=CC=C(C=C1)O,sweet,164.204,1.9137999999999997,1.0,2.0,37.3
Ethyl (4-methylphenoxy)acetate,CCOC(=O)COC1=CC=C(C=C1)C,sweet,194.23,1.93692,0.0,3.0,35.53
ETHYL 3-HEXENOATE,CC/C=C/CC(=O)OCC,sweet,142.198,1.9058,0.0,2.0,26.3
ISOPROPYL ACETATE,CC(C)OC(=O)C,sweet,102.133,0.9579,0.0,2.0,26.3
"(3E)-2-hydroxy-4,8-dimethylnona-3,7-dienal",CC(=CCC/C(=C/C(C=O)O)/C)C,sweet,182.26299999999998,2.2389,1.0,2.0,37.3
Hexyl octanoate,CCCCCCCC(=O)OCCCCCC,sweet,228.37599999999992,4.470400000000004,0.0,2.0,26.3
3-mercapto-1-hexanol,CCCC(CCO)S,sweet,134.244,1.4672999999999998,2.0,2.0,20.23
Methyl 2-octynoate,CCCCCC#CC(=O)OC,sweet,154.20899999999997,1.7431,0.0,2.0,26.3
S-Allyl thiopropionate,CCC(=O)SCC=C,sweet,130.212,1.8422,0.0,2.0,17.07
Hexyl 2-methylbutanoate,CCCCCCOC(=O)C(C)CC,sweet,186.295,3.1560000000000015,0.0,2.0,26.3
Isobutyl benzoate,CC(C)COC(=O)C1=CC=CC=C1,sweet,178.231,2.4994000000000005,0.0,2.0,26.3
4-Vinylphenol,C=CC1=CC=C(C=C1)O,sweet,120.15099999999997,2.0352,1.0,1.0,20.23
Methyl isovalerate,CC(C)CC(=O)OC,sweet,116.15999999999998,1.2055,0.0,2.0,26.3
ETHYL HEPTANOATE,CCCCCCC(=O)OCC,sweet,158.24099999999999,2.5199000000000007,0.0,2.0,26.3
Tetrahydrofurfuryl propionate,CCC(=O)OCC1CCCO1,sweet,158.19699999999997,1.1186,0.0,3.0,35.53
Heptyl formate,CCCCCCCOC=O,sweet,144.214,2.1298000000000004,0.0,2.0,26.3
ETHYL UNDECANOATE,CCCCCCCCCCC(=O)OCC,sweet,214.34899999999996,4.080300000000003,0.0,2.0,26.3
cis-3-Hexenyl butyrate,CCCC(=O)OCC/C=C\CC,sweet,170.25199999999998,2.686000000000001,0.0,2.0,26.3
3-Octanone,CCCCCC(=O)CC,sweet,128.21499999999997,2.5458000000000007,0.0,1.0,17.07
Vanillylacetone,CC(=O)CCC1=CC(=C(C=C1)O)OC,sweet,194.23,1.9223999999999997,1.0,3.0,46.53
Hept-3-enyl isobutyrate,CCC/C=C/CCOC(=O)C(C)C,sweet,184.279,2.9320000000000013,0.0,2.0,26.3
gamma-Decalactone,CCCCCCC1CCC(=O)O1,sweet,170.25199999999998,2.6624000000000008,0.0,2.0,26.3
"Crotonic acid, isobutyl ester",C/C=C\C(=O)OCC(C)C,sweet,142.19799999999998,1.7617,0.0,2.0,26.3
6-methyl-2-(oxiran-2-yl)hept-5-en-2-ol,CC(=CCCC(C)(C1CO1)O)C,sweet,170.252,1.8826,1.0,2.0,32.76
Bisabolene,CC1=CC/C(=C(/C)\CCC=C(C)C)/CC1,sweet,204.35699999999997,5.179500000000004,0.0,0.0,0.0
Citronellyl formate,CC(CCC=C(C)C)CCOC=O,sweet,184.27899999999997,2.9320000000000013,0.0,2.0,26.3
DIETHYL SUCCINATE,CCOC(=O)CCC(=O)OCC,sweet,174.19599999999997,0.8927999999999999,0.0,4.0,52.60000000000001
Safranal,CC1=C(C(CC=C1)(C)C)C=O,sweet,150.22099999999998,2.4879000000000007,0.0,1.0,17.07
Methyl 2-methylbutyrate,CCC(C)C(=O)OC,sweet,116.15999999999998,1.2055,0.0,2.0,26.3
13679-70-4,CC1=CC=C(S1)C=O,sweet,126.17999999999999,1.86902,0.0,2.0,17.07
2-Phenylpropionaldehyde dimethyl acetal,CC(C1=CC=CC=C1)C(OC)OC,sweet,180.24699999999996,2.4090000000000007,0.0,2.0,18.46
2-Methylbutyraldehyde,CCC(C)C=O,sweet,86.13399999999999,1.2314,0.0,1.0,17.07
DELTA-NONALACTONE,CCCCC1CCCC(=O)O1,sweet,156.225,2.2723000000000004,0.0,2.0,26.3
Benzalacetone,CC(=O)/C=C/C1=CC=CC=C1,sweet,146.189,2.2888,0.0,1.0,17.07
Lactone of cis-jasmone,CC/C=C/CCC1(CCC(=O)O1)C,sweet,182.263,2.828500000000001,0.0,2.0,26.3
GERANYL ACETATE,CC(=CCC/C(=C/COC(=O)C)/C)C,sweet,196.29,3.242200000000002,0.0,2.0,26.3
4-Methyl-2-pentanone,CC(C)CC(=O)C,sweet,100.16099999999999,1.6215,0.0,1.0,17.07
beta-Ionol,CC1=C(C(CCC1)(C)C)/C=C/C(C)O,sweet,194.318,3.4500000000000024,1.0,1.0,20.23
Damascenone,C/C=C/C(=O)C1=C(C=CCC1(C)C)C,sweet,190.28599999999994,3.4342000000000024,0.0,1.0,17.07
cis-3-Hexenyl anthranilate,CC/C=C\CCOC(=O)C1=CC=CC=C1N,sweet,219.28400000000002,2.7819000000000003,1.0,3.0,52.32
3-Mercaptohexyl acetate,CCCC(CCOC(=O)C)S,sweet,176.281,2.0381000000000005,1.0,3.0,26.3
ETHYL ISOBUTYRATE,CCOC(=O)C(C)C,sweet,116.15999999999998,1.2055,0.0,2.0,26.3
cis-Carvyl acetate,CC1=CC[C@H](C[C@H]1OC(=O)C)C(=C)C,sweet,194.27399999999997,2.850500000000001,0.0,2.0,26.3
1-Pentanol,CCCCCO,sweet,88.14999999999999,1.1689,1.0,1.0,20.23
ETHYL LAURATE,CCCCCCCCCCCC(=O)OCC,sweet,228.37599999999995,4.470400000000004,0.0,2.0,26.3
3549-23-3,CC(C)(C)C1=CC=C(C=C1)CC(=O)OC,sweet,206.28499999999994,2.699600000000001,0.0,2.0,26.3
ethyl trans-2-octenoate,CCCCC/C=C/C(=O)OCC,sweet,170.25199999999995,2.686000000000001,0.0,2.0,26.3
Methyl 2-nonenoate,CCCCCC/C=C\C(=O)OC,sweet,170.25199999999998,2.686000000000001,0.0,2.0,26.3
Methyl jasmonate,CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)OC,sweet,224.29999999999995,2.501100000000001,0.0,3.0,43.370000000000005
"2,3-HEXANEDIONE",CCCC(=O)C(=O)C,sweet,114.14399999999998,0.9446,0.0,2.0,34.14
propionic acid,CCC(=O)O,sweet,74.079,0.481,1.0,1.0,37.3
(+)-alpha-Terpineol,CC1=CC[C@@H](CC1)C(C)(C)O,sweet,154.25300000000001,2.5037000000000007,1.0,1.0,20.23
1-Octen-3-yl acetate,CCCCCC(C=C)OC(=O)C,sweet,170.25199999999998,2.684400000000001,0.0,2.0,26.3
gamma-Dodecalactone,CCCCCCCCC1CCC(=O)O1,sweet,198.30599999999995,3.4426000000000023,0.0,2.0,26.3
CYCLOHEXANECARBOXYLIC ACID,C1CCC(CC1)C(=O)O,sweet,128.171,1.6513,1.0,1.0,37.3
4-Methyl-2-pentene-1-al,CC(C)/C=C\C=O,sweet,98.14499999999998,1.3975,0.0,1.0,17.07
GERANIC ACID,CC(=CCC/C(=C/C(=O)O)/C)C,sweet,168.236,2.763700000000001,1.0,1.0,37.3
p-Mentha-8-thiol-3-one,CC1CCC(C(=O)C1)C(C)(C)S,sweet,186.32,2.7001000000000013,1.0,2.0,17.07
Methyl 2-undecynoate,CCCCCCCCC#CC(=O)OC,sweet,196.29,2.913400000000001,0.0,2.0,26.3
"5-Methylhexane-2,3-dione",CC(C)CC(=O)C(=O)C,sweet,128.17099999999996,1.1906,0.0,2.0,34.14
2-TRIDECENAL,CCCCCCCCCC/C=C/C=O,sweet,196.334,4.272300000000004,0.0,1.0,17.07
3-(Methylthio)hexyl acetate,CCCC(CCOC(=O)C)SC,sweet,190.308,2.4713000000000003,0.0,3.0,26.3
53398-85-9,CC/C=C\CCOC(=O)C(C)CC,sweet,184.279,2.9320000000000013,0.0,2.0,26.3
Benzaldehyde dimethyl acetal,COC(C1=CC=CC=C1)OC,sweet,152.19299999999996,1.978,0.0,2.0,18.46
Isopentyl hexanoate,CCCCCC(=O)OCCC(C)C,sweet,186.29499999999996,3.1560000000000015,0.0,2.0,26.3
Pyruvic acid,CC(=O)C(=O)O,sweet,88.06199999999998,-0.34000000000000014,1.0,2.0,54.370000000000005
Benzyl formate,C1=CC=C(C=C1)COC=O,sweet,136.14999999999998,1.3596,0.0,2.0,26.3
Isobutyl cinnamate,CC(C)COC(=O)/C=C/C1=CC=CC=C1,sweet,204.269,2.899000000000002,0.0,2.0,26.3
BENZYL BENZOATE,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,sweet,212.248,3.0436000000000014,0.0,2.0,26.3
1-Hexanol,CCCCCCO,sweet,102.17699999999999,1.559,1.0,1.0,20.23
CYCLOHEXYL FORMATE,C1CCC(CC1)OC=O,sweet,128.171,1.4921,0.0,2.0,26.3
BENZYL CINNAMATE,C1=CC=C(C=C1)COC(=O)/C=C/C2=CC=CC=C2,sweet,238.286,3.443200000000002,0.0,2.0,26.3
2-Isopropyl-5-methyl-2-hexenal,CC(C)C/C=C(/C=O)\C(C)C,sweet,154.25299999999996,2.8138000000000014,0.0,1.0,17.07
2-HEPTANONE,CCCCCC(=O)C,sweet,114.18799999999999,2.1557000000000004,0.0,1.0,17.07
Ethyl 3-methylpentanoate,CCC(C)CC(=O)OCC,sweet,144.21399999999997,1.9857,0.0,2.0,26.3
HYDROGEN ORNITHINE CHLORIDE,[H+].C(CC(C(=O)O)N)CN.[Cl-],sweet,168.624,-3.746299999999999,3.0,3.0,89.33999999999999
trans-2-Hexenal,CCC/C=C/C=O,sweet,98.14499999999998,1.5416,0.0,1.0,17.07
Isopulegol acetate,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C)C(=C)C,sweet,196.28999999999996,2.9304000000000014,0.0,2.0,26.3
4-Methoxycinnamaldehyde,COC1=CC=C(C=C1)/C=C/C=O,sweet,162.188,1.9072999999999998,0.0,2.0,26.3
Methyl cinnamate,COC(=O)/C=C/C1=CC=CC=C1,sweet,162.188,1.8728,0.0,2.0,26.3
TETRADECANAL,CCCCCCCCCCCCCC=O,sweet,212.37699999999995,4.8864000000000045,0.0,1.0,17.07
1-Phenylethyl propionate,CCC(=O)OC(C)C1=CC=CC=C1,sweet,178.231,2.700800000000001,0.0,2.0,26.3
2-Pentyl butyrate,CCCC(C)OC(=O)CCC,sweet,158.24099999999996,2.518300000000001,0.0,2.0,26.3
AC1OCVZS,C[C@H](COC(=O)C(C)C)C1=CC=CC=C1,sweet,206.285,2.989300000000002,0.0,2.0,26.3
Ethyl 2-methylbutyrate,CCC(C)C(=O)OCC,sweet,130.18699999999998,1.5956000000000001,0.0,2.0,26.3
formic acid,C(=O)O,sweet,46.025000000000006,-0.29919999999999997,1.0,1.0,37.3
Cyclohexyl butyrate,CCCC(=O)OC1CCCCC1,sweet,170.25199999999992,2.6624000000000008,0.0,2.0,26.3
Butyl hexanoate,CCCCCC(=O)OCCCC,sweet,172.26799999999994,2.910000000000001,0.0,2.0,26.3
1-Phenyl-2-pentanol,CCCC(CC1=CC=CC=C1)O,sweet,164.248,2.390100000000001,1.0,1.0,20.23
2-ETHYLBUTYRIC ACID,CCC(CC)C(=O)O,sweet,116.15999999999998,1.5072,1.0,1.0,37.3
Tiglic aldehyde,C/C=C(\C)/C=O,sweet,84.11799999999998,1.1515,0.0,1.0,17.07
Dihydro-alpha-ionone,CC1=CCCC(C1CCC(=O)C)(C)C,sweet,194.31799999999998,3.738100000000003,0.0,1.0,17.07
2-NONANOL,CCCCCCCC(C)O,sweet,144.258,2.727700000000002,1.0,1.0,20.23
2-Methylpentanal,CCCC(C)C=O,sweet,100.16099999999999,1.6215,0.0,1.0,17.07
(Z)-Hex-2-enyl acetate,CCC/C=C\COC(=O)C,sweet,142.19799999999998,1.9058,0.0,2.0,26.3
Furfuryl octanoate,CCCCCCCC(=O)OCC1=CC=CO1,sweet,224.29999999999998,3.6833000000000027,0.0,3.0,39.44
Isobutyl 2-furanpropionate,CC(C)COC(=O)CCC1=CC=CO1,sweet,196.24599999999998,2.4114000000000004,0.0,3.0,39.44
Dmpec isobutyrate,CC(C)C(=O)OC(C)(C)CCC1=CC=CC=C1,sweet,234.33899999999997,3.597000000000002,0.0,2.0,26.3
Decyl butyrate,CCCCCCCCCCOC(=O)CCC,sweet,228.37599999999995,4.470400000000004,0.0,2.0,26.3
ETHYL CINNAMATE,CCOC(=O)/C=C/C1=CC=CC=C1,sweet,176.215,2.2629,0.0,2.0,26.3
cis-Ethyl crotonate,CCOC(=O)/C=C\C,sweet,114.14399999999998,1.1256000000000002,0.0,2.0,26.3
Neryl acetate,CC(=CCC/C(=C\COC(=O)C)/C)C,sweet,196.29,3.242200000000002,0.0,2.0,26.3
"2,4-Decadien-1-ol",CCCCC/C=C/C=C/CO,sweet,154.25299999999996,2.6714000000000016,1.0,1.0,20.23
Menthyl acetate,CC1CCC(C(C1)OC(=O)C)C(C)C,sweet,198.30599999999998,3.0103000000000018,0.0,2.0,26.3
JASMOLACTONE,CC/C=C/CCC1CCCC(=O)O1,sweet,182.26299999999998,2.828500000000001,0.0,2.0,26.3
Cinnamyl butyrate,CCCC(=O)OC/C=C/C1=CC=CC=C1,sweet,204.269,3.0431000000000017,0.0,2.0,26.3
o-cresol,CC1=CC=CC=C1O,sweet,108.13999999999999,1.70062,1.0,1.0,20.23
butyric acid,CCCC(=O)O,sweet,88.10599999999998,0.8711,1.0,1.0,37.3
Cinnamyl acetate,CC(=O)OC/C=C/C1=CC=CC=C1,sweet,176.215,2.2629,0.0,2.0,26.3
3-Methylvaleric acid,CCC(C)CC(=O)O,sweet,116.15999999999998,1.5072,1.0,1.0,37.3
"(E)-3-Hexen-1-ol, pentanoate",CCCCC(=O)OCC/C=C/CC,sweet,184.27899999999997,3.076100000000002,0.0,2.0,26.3
cis-3-Hexenyl benzoate,CC/C=C\CCOC(=O)C1=CC=CC=C1,sweet,204.26900000000003,3.1997000000000018,0.0,2.0,26.3
Hexyl formate,CCCCCCOC=O,sweet,130.18699999999998,1.7397,0.0,2.0,26.3
104-50-7,CCCCC1CCC(=O)O1,sweet,142.19799999999998,1.8822,0.0,2.0,26.3
